1000,0,0,0,1,0
1000,0,0,0,0,0
997,0,0,0,0,0
1000,0,0,0,0,0
982,0,0,0,0,0
964,0,0,0,0,0
946,0,0,0,0,0
929,0,0,0,0,0
911,0,0,0,0,0
893,0,0,0,0,0
875,0,0,0,0,0
875,13,0,0,0,0
875,25,0,0,0,0
875,13,0,0,0,0
875,0,0,0,0,0
857,0,0,0,0,0
839,0,0,0,0,0
821,0,0,0,0,0
804,0,0,0,0,0
786,0,0,0,0,0
768,0,0,0,0,0
750,0,0,0,0,0
750,13,0,0,0,0
750,25,0,0,0,0
750,13,0,0,0,0
750,0,0,0,0,0
732,0,0,0,0,0
714,0,0,0,0,0
696,0,0,0,0,0
679,0,0,0,0,0
661,0,0,0,0,0
643,0,0,0,0,0
625,0,0,0,0,0
625,13,0,0,0,0
625,25,0,0,0,0
625,13,0,0,0,0
625,0,0,0,0,0
607,0,0,0,0,0
589,0,0,0,0,0
571,0,0,0,0,0
554,0,0,0,0,0
536,0,0,0,0,0
518,0,0,0,0,0
500,0,0,0,0,0
500,20,0,0,0,0
500,40,0,0,0,0
500,60,0,0,0,0
500,80,0,0,0,0
500,100,0,0,0,0
500,120,0,0,0,0
500,140,0,0,0,0
500,160,0,0,0,0
500,180,0,0,0,0
500,200,0,0,0,0
500,220,0,0,0,0
500,240,0,0,0,0
500,260,0,0,0,0
500,280,0,0,0,0
500,300,0,0,0,0
500,320,0,0,0,0
500,340,0,0,0,0
500,360,0,0,0,0
500,380,0,0,0,0
500,400,0,0,0,0
500,420,0,0,0,0
500,440,0,0,0,0
500,460,0,0,0,0
500,480,0,0,0,0
500,500,0,0,0,0
500,520,0,0,0,0
500,540,0,0,0,0
500,560,0,0,0,0
500,580,0,0,0,0
500,600,0,0,0,0
500,620,0,0,0,0
500,640,0,0,0,0
500,660,0,0,0,0
500,680,0,0,0,0
500,700,0,0,0,0
500,720,0,0,0,0
500,740,0,0,0,0
500,760,0,0,0,0
500,780,0,0,0,0
500,800,0,0,0,0
500,820,0,0,0,0
500,840,0,0,0,0
500,860,0,0,0,0
500,880,0,0,0,0
500,900,0,0,0,0
500,920,0,0,0,0
500,940,0,0,0,0
500,960,0,0,0,0
500,980,0,0,0,0
500,1000,0,0,0,0
482,1000,0,0,0,0
464,1000,0,0,0,0
446,1000,0,0,0,0
429,1000,0,0,0,0
411,1000,0,0,0,0
393,1000,0,0,0,0
375,1000,0,0,0,0
375,988,0,0,0,0
375,975,0,0,0,0
375,988,0,0,0,0
375,1000,0,0,0,0
357,1000,0,0,0,0
339,1000,0,0,0,0
321,1000,0,0,0,0
304,1000,0,0,0,0
286,1000,0,0,0,0
268,1000,0,0,0,0
250,1000,0,0,0,0
250,988,0,0,0,0
250,975,0,0,0,0
250,988,0,0,0,0
250,1000,0,0,0,0
232,1000,0,0,0,0
214,1000,0,0,0,0
196,1000,0,0,0,0
179,1000,0,0,0,0
161,1000,0,0,0,0
143,1000,0,0,0,0
125,1000,0,0,0,0
125,988,0,0,0,0
125,975,0,0,0,0
125,988,0,0,0,0
125,1000,0,0,0,0
107,1000,0,0,0,0
89,1000,0,0,0,0
71,1000,0,0,0,0
54,1000,0,0,0,0
36,1000,0,0,0,0
18,1000,0,0,0,0
0,1000,0,0,0,0
0,982,0,0,0,0
0,964,0,0,0,0
0,946,0,0,0,0
0,929,0,0,0,0
0,911,0,0,0,0
0,893,0,0,0,0
0,875,0,0,0,0
13,875,0,0,0,0
25,875,0,0,0,0
13,875,0,0,0,0
0,875,0,0,0,0
0,857,0,0,0,0
0,839,0,0,0,0
0,821,0,0,0,0
0,804,0,0,0,0
0,786,0,0,0,0
0,768,0,0,0,0
0,750,0,0,0,0
13,750,0,0,0,0
25,750,0,0,0,0
13,750,0,0,0,0
0,750,0,0,0,0
0,732,0,0,0,0
0,714,0,0,0,0
0,696,0,0,0,0
0,679,0,0,0,0
0,661,0,0,0,0
0,643,0,0,0,0
0,625,0,0,0,0
13,625,0,0,0,0
25,625,0,0,0,0
13,625,0,0,0,0
0,625,0,0,0,0
0,607,0,0,0,0
0,589,0,0,0,0
0,571,0,0,0,0
0,554,0,0,0,0
0,536,0,0,0,0
0,518,0,0,0,0
0,500,0,0,0,0
20,500,0,0,0,0
40,500,0,0,0,0
60,500,0,0,0,0
80,500,0,0,0,0
100,500,0,0,0,0
120,500,0,0,0,0
140,500,0,0,0,0
160,500,0,0,0,0
180,500,0,0,0,0
200,500,0,0,0,0
220,500,0,0,0,0
240,500,0,0,0,0
260,500,0,0,0,0
280,500,0,0,0,0
300,500,0,0,0,0
320,500,0,0,0,0
340,500,0,0,0,0
360,500,0,0,0,0
380,500,0,0,0,0
400,500,0,0,0,0
420,500,0,0,0,0
440,500,0,0,0,0
460,500,0,0,0,0
480,500,0,0,0,0
500,500,0,0,0,0
520,500,0,0,0,0
540,500,0,0,0,0
560,500,0,0,0,0
580,500,0,0,0,0
600,500,0,0,0,0
620,500,0,0,0,0
640,500,0,0,0,0
660,500,0,0,0,0
680,500,0,0,0,0
700,500,0,0,0,0
720,500,0,0,0,0
740,500,0,0,0,0
760,500,0,0,0,0
780,500,0,0,0,0
800,500,0,0,0,0
820,500,0,0,0,0
840,500,0,0,0,0
860,500,0,0,0,0
880,500,0,0,0,0
900,500,0,0,0,0
920,500,0,0,0,0
940,500,0,0,0,0
960,500,0,0,0,0
980,500,0,0,0,0
1000,500,0,0,0,0
1000,482,0,0,0,0
1000,464,0,0,0,0
1000,446,0,0,0,0
1000,429,0,0,0,0
1000,411,0,0,0,0
1000,393,0,0,0,0
1000,375,0,0,0,0
988,375,0,0,0,0
975,375,0,0,0,0
988,375,0,0,0,0
1000,375,0,0,0,0
1000,357,0,0,0,0
1000,339,0,0,0,0
1000,321,0,0,0,0
