410,411,0,0,1,0
410,411,1,0,0,0
410,460,1,0,0,0
409,510,0,0,0,0
421,509,0,0,0,0
434,508,0,0,0,0
421,508,0,0,0,0
410,509,0,0,0,0
404,526,0,0,0,0
404,544,0,0,0,0
402,562,0,0,0,0
398,580,0,0,0,0
390,596,0,0,0,0
381,611,0,0,0,0
369,625,0,0,0,0
357,639,0,0,0,0
347,653,0,0,0,0
341,670,0,0,0,0
341,688,0,0,0,0
345,706,0,0,0,0
352,723,0,0,0,0
361,738,0,0,0,0
373,752,0,0,0,0
385,763,0,0,0,0
391,769,0,0,0,0
392,777,0,0,0,0
400,789,0,0,0,0
396,796,0,0,0,0
400,789,0,0,0,0
392,777,0,0,0,0
391,769,0,0,0,0
385,763,0,0,0,0
373,752,0,0,0,0
361,738,0,0,0,0
352,723,0,0,0,0
345,706,0,0,0,0
341,688,0,0,0,0
341,670,0,0,0,0
347,653,0,0,0,0
357,639,0,0,0,0
369,625,0,0,0,0
381,611,0,0,0,0
390,596,0,0,0,0
398,580,0,0,0,0
402,562,0,0,0,0
404,544,0,0,0,0
404,526,0,0,0,0
409,509,0,0,0,0
406,510,0,0,0,0
390,512,0,0,0,0
375,520,0,0,0,0
363,533,0,0,0,0
355,548,0,0,0,0
351,564,0,0,0,0
348,581,0,0,0,0
345,598,0,0,0,0
340,614,0,0,0,0
333,629,0,0,0,0
326,641,0,0,0,0
315,652,0,0,0,0
326,641,0,0,0,0
333,629,0,0,0,0
340,614,0,0,0,0
345,598,0,0,0,0
348,581,0,0,0,0
351,564,0,0,0,0
355,548,0,0,0,0
363,533,0,0,0,0
375,520,0,0,0,0
390,512,0,0,0,0
375,513,0,0,0,0
364,515,0,0,0,0
355,523,0,0,0,0
345,531,0,0,0,0
341,539,0,0,0,0
342,548,0,0,0,0
341,538,0,0,0,0
342,548,0,0,0,0
342,557,0,0,0,0
342,548,0,0,0,0
342,557,0,0,0,0
334,570,0,0,0,0
342,557,0,0,0,0
334,570,0,0,0,0
326,583,0,0,0,0
334,570,0,0,0,0
326,583,0,0,0,0
318,596,0,0,0,0
326,583,0,0,0,0
318,596,0,0,0,0
310,608,0,0,0,0
318,596,0,0,0,0
310,608,0,0,0,0
316,622,0,0,0,0
318,638,0,0,0,0
314,652,0,0,0,0
308,660,0,0,0,0
304,673,0,0,0,0
308,683,0,0,0,0
313,692,0,0,0,0
321,705,0,0,0,0
330,719,0,0,0,0
339,732,0,0,0,0
347,745,0,0,0,0
350,758,0,0,0,0
352,770,0,0,0,0
356,775,0,0,0,0
366,776,0,0,0,0
371,793,0,0,0,0
388,798,0,0,0,0
404,802,0,0,0,0
399,795,0,0,0,0
387,796,0,0,0,0
376,796,0,0,0,0
391,796,0,0,0,0
400,796,0,0,0,0
405,801,0,0,0,0
411,810,0,0,0,0
407,799,0,0,0,0
406,808,0,0,0,0
402,791,0,0,0,0
401,808,0,0,0,0
397,783,0,0,0,0
397,808,0,0,0,0
394,783,0,0,0,0
394,808,0,0,0,0
390,783,0,0,0,0
390,809,0,0,0,0
386,784,0,0,0,0
